Frase,Tipo,Cantidad,Moneda,Categoria,Cuenta,Accion,TipoCambio,CantidadConvertida,TipoReporte,PeriodoPreset,PeriodoFrom,PeriodoTo,CategoriasFiltro,CuentasFiltro,MontoMin,MontoMax,TextoFiltro,Mensaje
Me entro 5200 de prestamo familiar devuelto en Savings,ingreso,5200.0,USD,other_income,Savings,add_income,1.0,5200.0,,,,,,,,,,
Me pagaron 280 por servicios de limpieza de oficina en checking,ingreso,280.0,USD,other_income,checking,add_income,1.0,280.0,,,,,,,,,,
Ingrese 4600 EUR de licencia de software con rate 1.1,ingreso,4600.0,USD,other_income,General,add_income,1.1,5060.0,,,,,,,,,,
Me depositaron 190 de cashback de tarjeta en Savings,ingreso,190.0,USD,other_income,Savings,add_income,1.0,190.0,,,,,,,,,,
Cobre 1400 por instalacion de paneles solares en checking,ingreso,1400.0,USD,other_income,checking,add_income,1.0,1400.0,,,,,,,,,,
Recibi 740 de ingreso por ventas de maquillaje en General,ingreso,740.0,USD,other_income,General,add_income,1.0,740.0,,,,,,,,,,
Me cayo 2200 BRL de trabajo de soldadura con rate 0.19,ingreso,2200.0,USD,other_income,Savings,add_income,0.19,418.0,,,,,,,,,,
Registra 360 de ingreso por taller de meditacion en checking,ingreso,360.0,USD,other_income,checking,add_income,1.0,360.0,,,,,,,,,,
Me acreditaron 8800 ARS de derechos de imagen con cambio 0.001,ingreso,8800.0,USD,other_income,General,add_income,0.001,8.8,,,,,,,,,,
Me llegaron 520 de venta de componentes electronicos en Savings,ingreso,520.0,USD,other_income,Savings,add_income,1.0,520.0,,,,,,,,,,
Ingrese 3100 de sueldo neto de mes en checking,ingreso,3100.0,USD,salary,checking,add_income,1.0,3100.0,,,,,,,,,,
Me entro 670 por venta de libros usados en General,ingreso,670.0,USD,other_income,General,add_income,1.0,670.0,,,,,,,,,,
Cobre 1900 CAD de proyecto de arquitectura con rate 0.74,ingreso,1900.0,USD,other_income,Savings,add_income,0.74,1406.0,,,,,,,,,,
Me depositaron 450 de ingreso por programa de afiliados en checking,ingreso,450.0,USD,other_income,checking,add_income,1.0,450.0,,,,,,,,,,
Recibi 2750 de bono trimestral de empresa en General,ingreso,2750.0,USD,salary,General,add_income,1.0,2750.0,,,,,,,,,,
Me cayo 310 de venta de plantas ornamentales en Savings,ingreso,310.0,USD,other_income,Savings,add_income,1.0,310.0,,,,,,,,,,
Ingrese 1250 GBP de traduccion literaria con rate 1.27,ingreso,1250.0,USD,other_income,checking,add_income,1.27,1587.5,,,,,,,,,,
Me acreditaron 5500 de jubilacion mensual en General,ingreso,5500.0,USD,salary,General,add_income,1.0,5500.0,,,,,,,,,,
Me llegaron 890 de servicios de coaching ejecutivo en Savings,ingreso,890.0,USD,other_income,Savings,add_income,1.0,890.0,,,,,,,,,,
Registra 240 de ingreso por renta de equipo fotografico en checking,ingreso,240.0,USD,other_income,checking,add_income,1.0,240.0,,,,,,,,,,
Me cayo aguinaldo de 4200 en General,ingreso,4200.0,USD,salary,General,add_income,1.0,4200.0,,,,,,,,,,
Recibi 1100 de reembolso de seguro medico en Savings,ingreso,1100.0,USD,other_income,Savings,add_income,1.0,1100.0,,,,,,,,,,
Me deposito 620 un cliente por desarrollo de landing page en checking,ingreso,620.0,USD,other_income,checking,add_income,1.0,620.0,,,,,,,,,,
Ingrese 9500 MXN de honorarios de arbitro de futbol con cambio 0.052,ingreso,9500.0,USD,other_income,General,add_income,0.052,494.0,,,,,,,,,,
Me acreditaron 330 de ingreso por podcast patrocinado en Savings,ingreso,330.0,USD,other_income,Savings,add_income,1.0,330.0,,,,,,,,,,
Me llegaron 1800 de venta de lote de terreno en checking,ingreso,1800.0,USD,other_income,checking,add_income,1.0,1800.0,,,,,,,,,,
Cobre 480 por desarrollo de plugin de WordPress en General,ingreso,480.0,USD,other_income,General,add_income,1.0,480.0,,,,,,,,,,
Me entro 2600 de herencia recibida en Savings,ingreso,2600.0,USD,other_income,Savings,add_income,1.0,2600.0,,,,,,,,,,
Recibi 710 de comision por referidos de clientes en checking,ingreso,710.0,USD,other_income,checking,add_income,1.0,710.0,,,,,,,,,,
Registra 3900 de salario de quincena en General,ingreso,3900.0,USD,salary,General,add_income,1.0,3900.0,,,,,,,,,,
Me depositaron 1650 de ingresos de canal de YouTube en Savings,ingreso,1650.0,USD,other_income,Savings,add_income,1.0,1650.0,,,,,,,,,,
Me cayo 4400 COP de venta de artesanias tipicas con cambio 0.00025,ingreso,4400.0,USD,other_income,checking,add_income,0.00025,1.1,,,,,,,,,,
Cobre 980 de proyecto de diseno UX en General,ingreso,980.0,USD,other_income,General,add_income,1.0,980.0,,,,,,,,,,
Me acreditaron 1500 de dividendos de acciones en Savings,ingreso,1500.0,USD,other_income,Savings,add_income,1.0,1500.0,,,,,,,,,,
Ingrese 850 por asesoramiento de nutricion deportiva en checking,ingreso,850.0,USD,other_income,checking,add_income,1.0,850.0,,,,,,,,,,
Me llegaron 2200 EUR de exportacion de productos locales con rate 1.1,ingreso,2200.0,USD,other_income,General,add_income,1.1,2420.0,,,,,,,,,,
Me depositaron 340 de ingreso por venta de mermeladas caseras en Savings,ingreso,340.0,USD,other_income,Savings,add_income,1.0,340.0,,,,,,,,,,
Recibi 5800 de bono de productividad anual en checking,ingreso,5800.0,USD,salary,checking,add_income,1.0,5800.0,,,,,,,,,,
Me cayo 760 de ingreso por alquiler de camioneta en General,ingreso,760.0,USD,other_income,General,add_income,1.0,760.0,,,,,,,,,,
Registra 1300 BRL de servicios de herreria con rate 0.19,ingreso,1300.0,USD,other_income,Savings,add_income,0.19,247.0,,,,,,,,,,
Pague 850 de seguro de vida mensual desde General,gasto,850.0,USD,health,General,add_expense,1.0,850.0,,,,,,,,,,
Gaste 460 en instrumentos musicales desde Savings,gasto,460.0,USD,other,Savings,add_expense,1.0,460.0,,,,,,,,,,
Desembolse 1700 en cortinas para departamento desde checking,gasto,1700.0,USD,housing,checking,add_expense,1.0,1700.0,,,,,,,,,,
Registra 55 de gasto en servicio de correo desde tarjeta,gasto,55.0,USD,other,,add_expense,1.0,55.0,,,,,,,,,,
Pague 3400 COP de mantenimiento de moto con cambio 0.00025,gasto,3400.0,USD,transport,General,add_expense,0.00025,0.85,,,,,,,,,,
Gaste 320 en utiles escolares para hijos desde Savings,gasto,320.0,USD,other,Savings,add_expense,1.0,320.0,,,,,,,,,,
Desembolse 1500 en colchon de bebe desde checking,gasto,1500.0,USD,housing,checking,add_expense,1.0,1500.0,,,,,,,,,,
Registra 780 de gasto en servicio de agua mensual desde General,gasto,780.0,USD,utilities,General,add_expense,1.0,780.0,,,,,,,,,,
Pague 90 de suscripcion a servicio de noticias en Savings,gasto,90.0,USD,other,Savings,add_expense,1.0,90.0,,,,,,,,,,
Gaste 2800 GBP en circuito de viaje europeo con rate 1.27,gasto,2800.0,USD,entertainment,,add_expense,1.27,3556.0,,,,,,,,,,
Desembolse 145 en materiales de jardineria desde checking,gasto,145.0,USD,other,checking,add_expense,1.0,145.0,,,,,,,,,,
Registra 420 de gasto en reparacion de refrigerador desde General,gasto,420.0,USD,housing,General,add_expense,1.0,420.0,,,,,,,,,,
Pague 750 de deuda de tarjeta de credito desde Savings,gasto,750.0,USD,other,Savings,add_expense,1.0,750.0,,,,,,,,,,
Gaste 38 en peaje mensual desde checking,gasto,38.0,USD,transport,checking,add_expense,1.0,38.0,,,,,,,,,,
Desembolse 1900 ARS en reparacion de techo con cambio 0.001,gasto,1900.0,USD,housing,General,add_expense,0.001,1.9,,,,,,,,,,
Registra 260 de gasto en suplementos de gimnasio desde Savings,gasto,260.0,USD,health,Savings,add_expense,1.0,260.0,,,,,,,,,,
Pague 680 de matricula de idiomas en checking,gasto,680.0,USD,other,checking,add_expense,1.0,680.0,,,,,,,,,,
Gaste 125 en suscripcion de software de contabilidad desde General,gasto,125.0,USD,other,General,add_expense,1.0,125.0,,,,,,,,,,
Desembolse 3200 en laptop recondicionada desde Savings,gasto,3200.0,USD,other,Savings,add_expense,1.0,3200.0,,,,,,,,,,
Registra 490 de gasto en reparacion de lavadora desde tarjeta,gasto,490.0,USD,housing,,add_expense,1.0,490.0,,,,,,,,,,
Pague 820 de impuesto predial desde General,gasto,820.0,USD,housing,General,add_expense,1.0,820.0,,,,,,,,,,
Gaste 195 en suministros de oficina desde Savings,gasto,195.0,USD,other,Savings,add_expense,1.0,195.0,,,,,,,,,,
Desembolse 4500 MXN en tour de ecoturismo con cambio 0.053,gasto,4500.0,USD,entertainment,checking,add_expense,0.053,238.5,,,,,,,,,,
Registra 310 de gasto en medicamentos cronicos desde General,gasto,310.0,USD,health,General,add_expense,1.0,310.0,,,,,,,,,,
Pague 560 de cuota mensual de guarderia en Savings,gasto,560.0,USD,other,Savings,add_expense,1.0,560.0,,,,,,,,,,
Gaste 88 en dominio web anual desde checking,gasto,88.0,USD,other,checking,add_expense,1.0,88.0,,,,,,,,,,
Desembolse 1100 en tratamiento dental desde General,gasto,1100.0,USD,health,General,add_expense,1.0,1100.0,,,,,,,,,,
Registra 720 de gasto en renta de bicicleta electrica desde Savings,gasto,720.0,USD,transport,Savings,add_expense,1.0,720.0,,,,,,,,,,
Pague 2600 BRL de impuesto vehicular con rate 0.19,gasto,2600.0,USD,transport,,add_expense,0.19,494.0,,,,,,,,,,
Gaste 190 en articulos de bebe desde checking,gasto,190.0,USD,other,checking,add_expense,1.0,190.0,,,,,,,,,,
Desembolse 3800 en remodelacion de bano desde General,gasto,3800.0,USD,housing,General,add_expense,1.0,3800.0,,,,,,,,,,
Registra 65 de gasto en accesorio de cocina desde tarjeta,gasto,65.0,USD,other,,add_expense,1.0,65.0,,,,,,,,,,
Pague 1400 de cuota de prestamo personal en Savings,gasto,1400.0,USD,other,Savings,add_expense,1.0,1400.0,,,,,,,,,,
Gaste 430 en zapatillas deportivas desde checking,gasto,430.0,USD,other,checking,add_expense,1.0,430.0,,,,,,,,,,
Desembolse 940 en repuesto de automovil desde General,gasto,940.0,USD,transport,General,add_expense,1.0,940.0,,,,,,,,,,
Registra 280 de gasto en suscripcion de herramienta de diseno desde Savings,gasto,280.0,USD,other,Savings,add_expense,1.0,280.0,,,,,,,,,,
Pague 1200 CAD de seguro de salud con rate 0.74,gasto,1200.0,USD,health,,add_expense,0.74,888.0,,,,,,,,,,
Gaste 350 en material de estudios de arquitectura desde checking,gasto,350.0,USD,other,checking,add_expense,1.0,350.0,,,,,,,,,,
Desembolse 2100 en muebles de oficina desde General,gasto,2100.0,USD,housing,General,add_expense,1.0,2100.0,,,,,,,,,,
Registra 105 de gasto en aplicacion de fitness desde tarjeta,gasto,105.0,USD,health,,add_expense,1.0,105.0,,,,,,,,,,
Pague 680 de alquiler de coworking mensual en Savings,gasto,680.0,USD,housing,Savings,add_expense,1.0,680.0,,,,,,,,,,
Gaste 1600 EUR en equipamiento profesional de foto con rate 1.1,gasto,1600.0,USD,other,checking,add_expense,1.1,1760.0,,,,,,,,,,
Desembolse 480 en reparacion de calefaccion desde General,gasto,480.0,USD,housing,General,add_expense,1.0,480.0,,,,,,,,,,
Registra 220 de gasto en semillas y abono para huerto desde Savings,gasto,220.0,USD,other,Savings,add_expense,1.0,220.0,,,,,,,,,,
Pague 3600 en reparacion de transmision de carro desde checking,gasto,3600.0,USD,transport,checking,add_expense,1.0,3600.0,,,,,,,,,,
Gaste 175 en suscripcion de plataforma de streaming 4K desde General,gasto,175.0,USD,entertainment,General,add_expense,1.0,175.0,,,,,,,,,,
Desembolse 960 en aparato ortodontico desde Savings,gasto,960.0,USD,health,Savings,add_expense,1.0,960.0,,,,,,,,,,
Registra 620 de gasto en curso de programacion desde checking,gasto,620.0,USD,other,checking,add_expense,1.0,620.0,,,,,,,,,,
Pague 2500 MXN de servicio de plomero con cambio 0.052,gasto,2500.0,USD,housing,,add_expense,0.052,130.0,,,,,,,,,,
Gaste 390 en comida para cena de fin de ano desde General,gasto,390.0,USD,food,General,add_expense,1.0,390.0,,,,,,,,,,
Ver mi resumen de gastos de health en checking de los ultimos 3 meses,,,USD,health,checking,report,,,expenses,last_3_months,,,health,checking,,,,
Balance del 2026-04-01 al 2026-06-30 para cuenta Savings,,,USD,,Savings,report,,,balance,custom,2026-04-01,2026-06-30,,Savings,,,,
Ingresos de salary entre 1000 y 5000 este ano,,,USD,salary,,report,,,incomes,this_year,,,salary,,1000.0,5000.0,,
Gastos de entertainment con texto cine el mes pasado,,,USD,entertainment,,report,,,expenses,last_month,,,entertainment,,,,cine,
Cashflow de General del 2026-01-01 al 2026-12-31,,,USD,,General,report,,,cashflow,custom,2026-01-01,2026-12-31,,General,,,,
Ver todos mis ingresos de este mes en Savings,,,USD,,Savings,report,,,incomes,this_month,,,,Savings,,,,
Resumen de gastos de transport y housing este ano,,,USD,,,report,,,expenses,this_year,,,transport|housing,,,,,
Balance de checking entre el 2026-08-01 y 2026-10-31,,,USD,,checking,report,,,balance,custom,2026-08-01,2026-10-31,,checking,,,,
Cashflow de los ultimos 3 meses para General,,,USD,,General,report,,,cashflow,last_3_months,,,,General,,,,
Gastos menores a 200 en checking este mes,,,USD,,checking,report,,,expenses,this_month,,,,checking,0.0,200.0,,
Resumen de movimientos de Savings del 2026-03-01 al 2026-05-31,,,USD,,Savings,report,,,summary,custom,2026-03-01,2026-05-31,,Savings,,,,
Ingresos de other_income mayores a 400 el mes pasado,,,USD,other_income,,report,,,incomes,last_month,,,other_income,,400.0,,,
Ver gastos de food con texto mercado de este ano,,,USD,food,,report,,,expenses,this_year,,,food,,,,mercado,
Balance general de este mes,,,USD,,,report,,,balance,this_month,,,,,,,,
Ingresos de los ultimos 3 meses en General y Savings,,,USD,,,report,,,incomes,last_3_months,,,,General|Savings,,,,
Cual es mi ingreso promedio mensual de este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,,
Analiza mis gastos de housing mayores a 500 en General este mes,,,USD,housing,General,data_analysis,,,,this_month,,,housing,General,,,,
En que cuenta gasto mas este ano,,,USD,,,data_analysis,,,,this_year,,,,,,,,
Analiza gastos de utilities con texto agua del mes pasado,,,USD,utilities,,data_analysis,,,,last_month,,,utilities,,,,agua,
Cuanto ingrese en total el mes pasado en Savings,,,USD,,Savings,data_analysis,,,,last_month,,,,Savings,,,,
Tendencia de mis gastos de transport de los ultimos 3 meses,,,USD,transport,,data_analysis,,,,last_3_months,,,transport,,,,,
Analiza mis movimientos del 2026-04-01 al 2026-06-30,,,USD,,,data_analysis,,,,custom,2026-04-01,2026-06-30,,,,,,
Compara mis ingresos y gastos de este mes,,,USD,,,data_analysis,,,,this_month,,,,,,,,
Diseñame un plan de entrenamiento fisico,,,USD,,,none,,,,,,,,,,,,"No puedo disenar planes de entrenamiento. Soy MIRA, tu asistente de finanzas personales."
Busca vuelos baratos a Europa,,,USD,,,none,,,,,,,,,,,,"No puedo buscar vuelos. Soy MIRA, asistente de finanzas personales."
Quiero saber mi horoscopo de negocios,,,USD,,,none,,,,,,,,,,,,Eso esta fuera de mi dominio. Puedo ayudarte a analizar tus finanzas.
Explica la teoria de la relatividad,,,USD,,,none,,,,,,,,,,,,"Eso esta fuera de mi dominio. Soy MIRA, asistente de finanzas personales."
Dame los resultados del partido de anoche,,,USD,,,none,,,,,,,,,,,,"No tengo acceso a resultados deportivos. Soy MIRA, asistente de finanzas personales."
Hazme un resumen de las noticias,,,USD,,,none,,,,,,,,,,,,No tengo acceso a noticias. Puedo ayudarte a gestionar tus finanzas.
Cuanto mide la torre Eiffel,,,USD,,,none,,,,,,,,,,,,"Eso esta fuera de mi dominio. Soy MIRA, asistente de finanzas personales."
Register 1800 used vehicle sale income to General,ingreso,1800.0,USD,other_income,General,add_income,1.0,1800.0,,,,,,,,,,
Got 2400 unemployment benefit deposited to Savings,ingreso,2400.0,USD,salary,Savings,add_income,1.0,2400.0,,,,,,,,,,
Received 560 DJ services for event in checking,ingreso,560.0,USD,other_income,checking,add_income,1.0,560.0,,,,,,,,,,
Add 3500 subcontract construction payment to General,ingreso,3500.0,USD,other_income,General,add_income,1.0,3500.0,,,,,,,,,,
Add 7200 MXN motorcycle sale income with rate 0.05,ingreso,7200.0,USD,other_income,Savings,add_income,0.05,360.0,,,,,,,,,,
Got 410 warehouse rental income in checking,ingreso,410.0,USD,other_income,checking,add_income,1.0,410.0,,,,,,,,,,
Received 880 legal arbitration fees in General,ingreso,880.0,USD,other_income,General,add_income,1.0,880.0,,,,,,,,,,
Add 1550 accident compensation income to Savings,ingreso,1550.0,USD,other_income,Savings,add_income,1.0,1550.0,,,,,,,,,,
Got 3800 COP handicraft sale income with rate 0.00025,ingreso,3800.0,USD,other_income,checking,add_income,0.00025,0.95,,,,,,,,,,
Received 930 for project proposal writing in General,ingreso,930.0,USD,other_income,General,add_income,1.0,930.0,,,,,,,,,,
Got 5200 family loan repaid to Savings,ingreso,5200.0,USD,other_income,Savings,add_income,1.0,5200.0,,,,,,,,,,
Received 280 for office cleaning services in checking,ingreso,280.0,USD,other_income,checking,add_income,1.0,280.0,,,,,,,,,,
Add 4600 EUR software license income with rate 1.1,ingreso,4600.0,USD,other_income,General,add_income,1.1,5060.0,,,,,,,,,,
Got 190 credit card cashback to Savings,ingreso,190.0,USD,other_income,Savings,add_income,1.0,190.0,,,,,,,,,,
Received 1400 solar panel installation income in checking,ingreso,1400.0,USD,other_income,checking,add_income,1.0,1400.0,,,,,,,,,,
Add 740 makeup sales income to General,ingreso,740.0,USD,other_income,General,add_income,1.0,740.0,,,,,,,,,,
Got 2200 BRL welding work income with rate 0.19,ingreso,2200.0,USD,other_income,Savings,add_income,0.19,418.0,,,,,,,,,,
Register 360 meditation workshop income in checking,ingreso,360.0,USD,other_income,checking,add_income,1.0,360.0,,,,,,,,,,
Add 8800 ARS image rights income with rate 0.001,ingreso,8800.0,USD,other_income,General,add_income,0.001,8.8,,,,,,,,,,
Got 520 electronic components sale income in Savings,ingreso,520.0,USD,other_income,Savings,add_income,1.0,520.0,,,,,,,,,,
Register 3100 net monthly salary in checking,ingreso,3100.0,USD,salary,checking,add_income,1.0,3100.0,,,,,,,,,,
Got 670 for selling used books in General,ingreso,670.0,USD,other_income,General,add_income,1.0,670.0,,,,,,,,,,
Received 1900 CAD architecture project income with rate 0.74,ingreso,1900.0,USD,other_income,Savings,add_income,0.74,1406.0,,,,,,,,,,
Add 450 affiliate program income to checking,ingreso,450.0,USD,other_income,checking,add_income,1.0,450.0,,,,,,,,,,
Got 2750 quarterly company bonus in General,ingreso,2750.0,USD,salary,General,add_income,1.0,2750.0,,,,,,,,,,
Received 310 ornamental plant sales income in Savings,ingreso,310.0,USD,other_income,Savings,add_income,1.0,310.0,,,,,,,,,,
Add 1250 GBP literary translation income with rate 1.27,ingreso,1250.0,USD,other_income,checking,add_income,1.27,1587.5,,,,,,,,,,
